42848 1609.791979393776
57876 1597.1107806406262
71894 1575.7453122334457
62594 512.9578247560482
63689 482.78202375131
15865 444.0082061964774
25590 290.3466905415325
79950 282.6509601213472
41791 265.8639578987573
45168 258.04970564387173
31249 254.19254946896132
31947 254.19254946896132
86459 254.16346501218374
59244 238.05830352333984
75282 190.69291642799124
77936 178.57107210541196
60334 175.68882751089535
18529 171.15224268504514
18297 168.70278430393958
20760 166.32987005506308
3169 154.66489002809573
31404 154.50707262466648
18552 148.15111759658177
55602 141.6223041616515
42439 135.25639294907194
48098 129.5247859876719
48786 117.45715763392394
67107 114.67859102989507
67411 114.67859102989507
38356 113.61275462938491
23437 113.06727862522543
9462 99.8931245471771
59521 96.32335013226465
45161 94.8831579321801
69377 93.67176354873472
63648 92.03652530385168
31761 89.314548215946
78164 88.21939899496138
51576 87.8877707658055
61532 87.15012480056362
17930 84.57696606316233
7535 83.89489403971952
58209 83.21338329769168
37330 82.64481604276037
71157 79.65413267274312
28185 79.2084850017748
52237 77.51245603503834
66686 76.70671212084876
72535 73.71707868877087
86286 71.86331525863389
71159 69.94591109831808
36212 53.89320269450294
67673 51.50517012434385
10117 46.28079499068582
47338 38.70237048302086
17736 36.136842841000075
76772 35.54397514087216
79823 35.231457389410565
45642 28.84921920087972
8007 28.45206841677909
7622 28.45206841677909
